Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Brian Ferlin,R,R,1992-06-03,Jacksonville,FL,USA,USA,74,213,2011,4,121,20142015,N,7,0,1,1
Landon Ferraro,R,C,1991-08-08,Trail,BC,CAN,CAN,72,173,2009,2,32,20132014,N,77,7,5,12
Mario Ferraro,L,D,1998-09-17,Toronto,ON,CAN,CAN,71,185,2017,2,49,20192020,N,112,3,24,27
Benn Ferriero,R,R,1987-04-29,Boston,MA,USA,USA,71,195,2006,7,196,20092010,N,98,14,9,23
Brett Festerling,L,D,1986-03-03,Prince George,BC,CAN,CAN,73,210,--,--,--,20082009,N,48,0,3,3
Kevin Fiala,L,L,1996-07-22,St. Gallen,--,CHE,CHE,70,198,2014,1,11,20142015,N,333,90,105,195
Vernon Fiddler,L,C,1980-05-09,Edmonton,AB,CAN,CAN,71,205,--,--,--,20022003,N,572,59,109,168
Nikita Filatov,R,L,1990-05-25,Moscow,--,RUS,RUS,72,190,2008,1,6,20082009,N,45,2,8,10
Valtteri Filppula,L,C,1984-03-20,Vantaa,--,FIN,FIN,72,189,2002,3,95,20052006,N,819,155,277,432
Jeff Finger,R,D,1979-12-18,Houghton,MI,USA,USA,73,209,1999,8,240,20062007,N,39,2,8,10
Joe Finley,L,D,1987-06-29,Edina,MN,USA,USA,80,245,2005,1,27,20112012,N,21,0,1,1
Giovanni Fiore,L,R,1996-08-13,Laval,QC,CAN,CAN,73,188,--,--,--,20172018,N,1,0,0,0
Christian Fischer,R,R,1997-04-15,Chicago,IL,USA,USA,74,214,2015,2,32,20162017,N,261,38,33,71
Mike Fisher,R,C,1980-06-05,Peterborough,ON,CAN,CAN,73,216,1998,2,44,19992000,N,563,150,168,318
Mark Fistric,L,D,1986-06-01,Edmonton,AB,CAN,CAN,74,225,2004,1,28,20072008,N,252,4,24,28
Tomas Fleischmann,L,L,1984-05-16,Koprivnice,--,CZE,CZE,73,192,2002,2,63,20052006,N,466,104,154,258
Cale Fleury,R,D,1998-11-19,Carlyle,SK,CAN,CAN,73,213,2017,3,87,20192020,N,41,1,0,1
Haydn Fleury,L,D,1996-07-08,Carlyle,SK,CAN,CAN,75,208,2014,1,7,20172018,N,176,6,20,26
Mark Flood,R,D,1984-09-29,Charlottetown,PE,CAN,CAN,73,195,2003,6,188,20092010,N,39,3,5,8
Justin Florek,L,L,1990-05-18,Marquette,MI,USA,USA,76,205,2010,5,135,20132014,N,4,1,1,2
Brian Flynn,R,C,1988-07-26,Lynnfield,MA,USA,USA,73,183,--,--,--,20122013,N,275,27,34,61
Warren Foegele,L,L,1996-04-01,Markham,ON,CAN,CAN,74,198,2014,3,67,20172018,N,196,35,33,68
Steven Fogarty,R,C,1993-04-19,Chambersburg,PA,USA,USA,75,204,2011,3,72,20172018,N,27,1,2,3
Marcus Foligno,L,L,1991-08-10,Buffalo,NY,USA,CAN,75,223,2009,4,104,20112012,N,598,85,120,205
Nick Foligno,L,L,1987-10-31,Buffalo,NY,USA,USA,72,211,2006,1,28,20072008,N,829,180,265,445
Christian Folin,R,D,1991-02-09,Gothenburg,--,SWE,SWE,76,204,--,--,--,20132014,N,244,8,36,44
Justin Fontaine,R,R,1987-11-06,Bonnyville,AB,CAN,CAN,70,174,--,--,--,20132014,N,197,27,41,68
Spencer Foo,R,R,1994-05-19,St. Albert,AB,CAN,CAN,72,190,--,--,--,20172018,N,4,2,0,2
Adam Foote,R,D,1971-07-10,Toronto,ON,CAN,CAN,74,220,1989,2,22,19911992,N,114,0,17,17
Cal Foote,R,D,1998-12-13,Denver,CO,USA,USA,76,227,2017,1,14,20202021,N,35,1,2,3
Nolan Foote,L,L,2000-11-29,Denver,CO,USA,USA,75,196,2019,1,27,20202021,N,3,1,1,2
Derek Forbort,L,D,1992-03-04,Duluth,MN,USA,USA,76,219,2010,1,15,20152016,N,326,8,55,63
Alex Formenton,L,L,1999-09-13,Barrie,ON,CAN,CAN,74,165,2017,2,47,20172018,N,27,4,2,6
Jakob Forsbacka Karlsson,R,C,1996-10-31,Stockholm,--,SWE,SWE,73,184,2015,2,45,20162017,N,29,3,6,9
Filip Forsberg,R,L,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,494,178,206,384
Peter Forsberg,L,C,1973-07-20,Ornskoldsvik,--,SWE,SWE,72,205,1991,1,6,19941995,Y,2,0,0,0
Gustav Forsling,L,D,1996-06-12,Linkoping,--,SWE,SWE,72,186,2014,5,126,20162017,N,163,13,29,42
Alexandre Fortin,L,L,1997-02-25,Blainville,QC,CAN,CAN,72,184,--,--,--,20182019,N,24,3,3,6
Maxime Fortunus,R,D,1983-07-28,Longueuil,QC,CAN,CAN,71,202,--,--,--,20092010,N,9,0,1,1
Kurtis Foster,R,D,1981-11-24,Carp,ON,CAN,CAN,77,225,2000,2,40,20022003,N,219,21,62,83
Kristopher Foucault,L,L,1990-12-12,Calgary,AB,CAN,CAN,73,188,2009,4,103,20112012,N,1,0,0,0
Liam Foudy,L,C,2000-02-04,Scarborough,ON,CAN,CAN,74,193,2018,1,18,20192020,N,23,0,4,4
Cam Fowler,L,D,1991-12-05,Windsor,ON,CAN,USA,73,207,2010,1,12,20102011,N,731,72,251,323
Adam Fox,R,D,1998-02-17,Jericho,NY,USA,USA,71,181,2016,3,66,20192020,N,122,13,76,89
Cody Franson,R,D,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,3,79,20092010,N,550,43,169,212
Johan Franzen,L,R,1979-12-23,Vetlanda,--,SWE,SWE,76,232,2004,3,97,20052006,N,310,104,123,227
Colin Fraser,L,C,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,3,69,20062007,N,272,14,27,41
Mark Fraser,L,D,1986-09-29,Ottawa,ON,CAN,CAN,76,220,2005,3,84,20062007,N,212,4,18,22
Matt Fraser,L,R,1990-05-20,Red Deer,AB,CAN,CAN,75,206,--,--,--,20112012,N,87,11,6,17
Matt Frattin,R,R,1988-01-03,Edmonton,AB,CAN,CAN,72,205,2007,4,99,20102011,N,135,17,18,35
Trent Frederic,L,C,1998-02-11,St. Louis,MO,USA,USA,74,203,2016,1,29,20182019,N,55,4,1,5
Kris Fredheim,R,D,1987-02-23,Campbell River,BC,CAN,CAN,74,170,2005,6,185,20112012,N,3,0,0,0
Max Friberg,R,R,1992-11-20,Skovde,--,SWE,SWE,71,200,2011,5,143,20142015,N,6,0,0,0
Mark Friedman,R,D,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,3,86,20182019,N,14,1,2,3
Alex Friesen,L,C,1991-01-30,St. Catharines,ON,CAN,CAN,69,186,2010,6,172,20152016,N,1,0,0,0
Trevor Frischmon,L,C,1981-08-05,Ham Lake,MN,USA,USA,72,202,--,--,--,20092010,N,3,0,0,0
Tanner Fritz,R,C,1991-08-20,Grande Prairie,AB,CAN,CAN,71,192,--,--,--,20172018,N,42,3,5,8
Martin Frk,R,R,1993-10-05,Pelhrimov,--,CZE,CZE,73,205,2012,2,49,20162017,N,118,18,21,39
Byron Froese,R,C,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,4,118,20152016,N,116,6,11,17
Michael Frolik,L,R,1988-02-17,Kladno,--,CZE,CZE,73,186,2006,1,10,20082009,N,777,138,201,339
Alex Frolov,R,L,1982-06-19,Moscow,--,RUS,RUS,74,210,2000,1,20,20022003,N,124,26,41,67
Morgan Frost,L,C,1999-05-14,Aurora,ON,CAN,CAN,71,170,2017,1,27,20192020,N,22,2,5,7
Marian Gaborik,L,R,1982-02-14,Trencin,--,SVK,SVK,73,200,2000,1,3,20002001,N,533,188,190,378
Kurtis Gabriel,R,R,1993-04-20,Newmarket,ON,CAN,CAN,76,200,2013,3,81,20152016,N,49,2,3,5
Simon Gagne,L,L,1980-02-29,Ste. Foy,QC,CAN,CAN,73,195,1998,1,22,19992000,N,216,49,68,117
Sam Gagner,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,729,141,241,382
Aaron Gagnon,R,C,1986-04-24,Quesnel,BC,CAN,CAN,71,186,2004,8,240,20092010,N,38,3,2,5
Alex Galchenyuk,L,C,1994-02-12,MILWAUKEE,WI,USA,USA,73,194,2012,1,3,20122013,N,579,139,192,331
TJ Galiardi,L,L,1988-04-22,Calgary,AB,CAN,CAN,74,185,2007,2,55,20082009,N,310,41,60,101
Stanislav Galiev,R,R,1992-01-17,Moscow,--,RUS,RUS,73,197,2010,3,86,20142015,N,26,1,3,4
Brendan Gallagher,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,582,187,170,357
Brett Gallant,L,L,1988-12-28,Summerside,PE,CAN,CAN,72,191,--,--,--,20132014,N,4,0,0,0
Joseph Gambardella,L,C,1993-12-01,Staten Island,NY,USA,USA,70,196,--,--,--,20182019,N,15,0,3,3
Dylan Gambrell,R,C,1996-08-26,Bonney Lake,WA,USA,USA,72,185,2016,2,60,20172018,N,105,10,12,22
Ryan Garbutt,L,C,1985-08-12,Edmonton,AB,CAN,CAN,72,195,--,--,--,20112012,N,305,39,48,87
Jake Gardiner,L,D,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,1,17,20112012,N,644,49,228,277
Rhett Gardner,L,C,1996-02-28,Moose Jaw,SK,CAN,CAN,75,225,2016,4,116,20192020,N,35,1,1,2
Conor Garland,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,160,45,44,89
Jason Garrison,L,D,1984-11-13,White Rock,BC,CAN,CAN,73,218,--,--,--,20082009,N,554,49,111,160
Tyler Gaudet,L,C,1993-04-04,Hamilton,ON,CAN,CAN,75,217,--,--,--,20142015,N,20,1,3,4
Adam Gaudette,R,C,1996-10-03,Braintree,MA,USA,USA,73,170,2015,5,149,20172018,N,157,22,34,56
Frederick Gaudreau,R,C,1993-05-01,Bromont,QC,CAN,CAN,72,179,--,--,--,20162017,N,100,5,8,13
Johnny Gaudreau,L,L,1993-08-13,Salem,NJ,USA,USA,69,165,2011,4,104,20132014,N,514,169,315,484
Brendan Gaunce,L,C,1994-03-25,Sudbury,ON,CAN,CAN,74,217,2012,1,26,20152016,N,118,6,10,16
Cameron Gaunce,L,D,1990-03-19,Sudbury,ON,CAN,CAN,73,194,2008,2,50,20102011,N,37,3,6,9
Paul Gaustad,L,C,1982-02-03,Fargo,ND,USA,USA,77,227,2000,7,220,20022003,N,450,49,71,120
Frederik Gauthier,L,C,1995-04-26,Laval,QC,CAN,CAN,77,239,2013,1,21,20152016,N,170,13,18,31
Julien Gauthier,R,R,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,227,2016,1,21,20192020,N,46,2,9,11
Vladislav Gavrikov,L,D,1995-11-21,Yaroslavl,--,RUS,RUS,73,213,2015,6,159,20192020,N,121,7,20,27
Glenn Gawdin,R,C,1997-03-25,Richmond,BC,CAN,CAN,73,191,2015,4,116,20202021,N,5,0,0,0
Luke Gazdic,L,L,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,6,172,20132014,N,147,5,3,8
Morgan Geekie,R,C,1998-07-20,Strathclair,MB,CAN,CAN,75,192,2017,3,67,20192020,N,34,5,6,11
Eric Gelinas,L,D,1991-05-08,Vanier,ON,CAN,CAN,76,215,2009,2,54,20122013,N,189,14,41,55
Chay Genoway,L,D,1986-12-20,Swan River,MB,CAN,CAN,69,177,--,--,--,20112012,N,1,0,1,1
Blake Geoffrion,L,C,1988-02-03,Plantation,FL,USA,USA,73,190,2006,2,56,20102011,N,55,8,5,13
Nathan Gerbe,L,C,1987-07-24,Oxford,MI,USA,USA,64,176,2005,5,142,20082009,N,422,62,86,148
Shane Gersich,L,L,1996-07-10,Chaska,MN,USA,USA,71,180,2014,5,134,20172018,N,3,0,1,1
Bruno Gervais,R,D,1984-10-03,Longueuil,QC,CAN,CAN,73,200,2003,6,182,20052006,N,211,10,32,42
Tim Gettinger,L,L,1998-04-14,Cleveland,OH,USA,USA,78,218,2016,5,141,20182019,N,6,0,1,1
Ryan Getzlaf,R,C,1985-05-10,Regina,SK,CAN,CAN,75,228,2003,1,19,20052006,N,801,190,521,711
Brian Gibbons,L,C,1988-02-26,Braintree,MA,USA,USA,68,175,--,--,--,20132014,N,204,25,42,67
Brandon Gignac,L,C,1997-11-07,Repentigny,QC,CAN,CAN,71,170,2016,3,80,20182019,N,1,0,0,0
Dennis Gilbert,L,D,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,3,91,20182019,N,25,1,2,3
Tom Gilbert,R,D,1983-01-10,Bloomington,MN,USA,USA,74,210,2002,4,129,20062007,N,479,26,113,139
Hal Gill,L,D,1975-04-06,Concord,MA,USA,USA,79,243,1993,8,207,19971998,N,257,5,28,33
Colton Gillies,L,C,1989-02-12,White Rock,BC,CAN,CAN,76,208,2007,1,16,20082009,N,109,4,7,11
Trevor Gillies,L,L,1979-01-30,Cambridge,ON,CAN,CAN,75,231,--,--,--,20052006,N,56,2,1,3
John Gilmour,L,D,1993-05-17,Montreal,QC,CAN,CAN,72,188,2013,7,198,20172018,N,37,2,3,5
Matt Gilroy,R,D,1984-07-20,North Bellmore,NY,USA,USA,73,199,--,--,--,20092010,N,225,11,37,48
Brian Gionta,R,R,1979-01-18,Rochester,NY,USA,USA,67,178,1998,3,82,20012002,N,553,139,144,283
Stephen Gionta,R,C,1983-10-09,Rochester,NY,USA,USA,67,177,--,--,--,20102011,N,301,16,40,56
Mark Giordano,L,D,1983-10-03,Toronto,ON,CAN,CAN,73,200,--,--,--,20052006,N,830,133,338,471
Samuel Girard,L,D,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,271,17,98,115
Dan Girardi,R,D,1984-04-29,Welland,ON,CAN,CAN,73,212,--,--,--,20062007,N,729,42,166,208
Zemgus Girgensons,L,L,1994-01-05,Riga,--,LVA,LVA,74,213,2012,1,14,20132014,N,489,61,77,138
Alexandre Giroux,L,L,1981-06-16,Quebec City,QC,CAN,CAN,75,208,1999,7,213,20052006,N,26,3,3,6
Claude Giroux,R,C,1988-01-12,Hearst,ON,CAN,CAN,71,185,2006,1,22,20072008,N,895,264,563,827
Cody Glass,R,C,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,1,6,20192020,N,66,9,13,22
Tanner Glass,L,L,1983-11-29,Regina,SK,CAN,CAN,73,213,2003,9,265,20072008,N,483,23,44,67
Ben Gleason,L,D,1998-03-25,Ortonville,MI,USA,USA,73,180,--,--,--,20182019,N,4,0,1,1
Tim Gleason,L,D,1983-01-29,Clawson,MI,USA,USA,72,217,2001,1,23,20032004,N,395,10,67,77
Curtis Glencross,L,L,1982-12-28,Kindersley,SK,CAN,CAN,73,197,--,--,--,20062007,N,362,105,104,209
Luke Glendening,R,C,1989-04-28,Grand Rapids,MI,USA,USA,71,191,--,--,--,20132014,N,552,57,69,126
Scott Glennie,R,R,1991-02-22,Oakville,ON,CAN,CAN,73,200,2009,1,8,20112012,N,1,0,0,0
Marcel Goc,L,C,1983-08-24,Calw,--,DEU,DEU,73,197,2001,1,20,20052006,N,371,55,79,134
Eric Godard,R,R,1980-03-07,Vernon,BC,CAN,CAN,76,222,--,--,--,20022003,N,64,1,5,6
Steven Goertzen,R,R,1984-05-26,Stony Plain,AB,CAN,CAN,74,216,2002,7,225,20052006,N,6,0,0,0
Nikolay Goldobin,L,R,1995-10-07,Moscow,--,RUS,RUS,71,196,2014,1,27,20152016,N,125,19,27,46
Alex Goligoski,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,185,2004,2,61,20072008,N,872,77,326,403
Cody Goloubef,R,D,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,2,37,20112012,N,160,3,22,25
Scott Gomez,L,C,1979-12-23,Anchorage,AK,USA,USA,71,200,1998,1,27,19992000,N,373,33,145,178
Sergei Gonchar,L,D,1974-04-13,Chelyabinsk,--,RUS,RUS,74,210,1992,1,14,19941995,N,372,29,148,177
Barclay Goodrow,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,203,--,--,--,20142015,N,328,32,58,90
Andrew Gordon,R,R,1985-12-13,Porters Lake,NS,CAN,CAN,72,194,2004,7,197,20082009,N,54,3,4,7
Boyd Gordon,R,C,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,1,17,20032004,N,439,36,59,95
Josh Gorges,L,D,1984-08-14,Kelowna,BC,CAN,CAN,73,204,--,--,--,20052006,N,537,12,70,82
Brandon Gormley,L,D,1992-02-18,Murray River,PE,CAN,CAN,74,196,2010,1,13,20132014,N,58,2,3,5
Shayne Gostisbehere,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,180,2012,3,78,20142015,N,379,60,158,218
Tyrell Goulbourne,L,L,1994-01-26,Edmonton,AB,CAN,CAN,71,203,2013,3,72,20172018,N,11,0,0,0
Yanni Gourde,L,C,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,173,--,--,--,20152016,N,306,80,105,185
Michael Grabner,L,L,1987-10-05,Villach,--,AUT,AUT,73,188,2006,1,14,20092010,N,640,175,101,276
Mikhail Grabovski,L,C,1984-01-31,Potsdam,--,DEU,BLR,71,186,2004,5,150,20062007,N,429,102,137,239
Evgeny Grachev,R,C,1990-02-21,Khabarovsk,--,RUS,RUS,76,225,2008,3,75,20102011,N,34,1,3,4
Marc-Andre Gragnani,L,D,1987-03-11,Montreal,QC,CAN,CAN,75,205,2005,3,87,20072008,N,72,3,15,18
Petter Granberg,R,D,1992-08-27,Gallivare,--,SWE,SWE,75,200,2010,4,116,20132014,N,45,0,2,2
Markus Granlund,L,C,1993-04-16,Oulu,--,FIN,FIN,72,180,2011,2,45,20132014,N,335,58,43,101
Mikael Granlund,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,589,124,253,377
Alex Grant,R,D,1989-01-20,Antigonish,NS,CAN,CAN,75,210,2007,4,118,20132014,N,7,2,0,2
Derek Grant,L,C,1990-04-20,Abbotsford,BC,CAN,CAN,75,206,2008,4,119,20122013,N,308,36,48,84
Triston Grant,L,L,1984-02-02,Neepawa,MB,CAN,CAN,73,211,2004,9,286,20062007,N,3,0,0,0
Tyler Graovac,L,C,1993-04-27,Brampton,ON,CAN,CAN,77,208,2011,7,191,20142015,N,73,9,2,11
Kevin Gravel,L,D,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,5,148,20152016,N,109,1,12,13
Ryan Graves,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,4,110,20182019,N,142,14,31,45
Denis Grebeshkov,L,D,1983-10-11,Yaroslavl,--,RUS,RUS,72,206,2002,1,18,20032004,N,58,7,15,22
Anthony Greco,R,R,1993-09-30,Queens,NY,USA,USA,70,174,--,--,--,20182019,N,1,0,0,0
Josh Green,L,C,1977-11-16,Camrose,AB,CAN,CAN,75,218,1996,2,30,19981999,N,19,1,1,2
Mike Green,R,D,1985-10-12,Calgary,AB,CAN,CAN,73,210,2004,1,29,20052006,N,638,98,259,357
Andy Greene,L,D,1982-10-30,Trenton,MI,USA,USA,71,190,--,--,--,20062007,N,854,45,184,229
Matt Greene,R,D,1983-05-13,Grand Ledge,MI,USA,USA,75,236,2002,2,44,20052006,N,382,14,39,53
Colin Greening,L,C,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,7,204,20102011,N,286,45,57,102
Jordan Greenway,L,L,1997-02-16,Canton,NY,USA,USA,78,241,2015,2,50,20172018,N,204,26,57,83
A.J. Greer,L,L,1996-12-14,Joliette,QC,CAN,CAN,75,210,2015,2,39,20162017,N,38,1,5,6
Noah Gregor,L,C,1998-07-28,Beaumont,AB,CAN,CAN,72,185,2016,4,111,20192020,N,53,8,3,11
Alexandre Grenier,R,R,1991-09-05,Laval,QC,CAN,CAN,77,200,2011,3,90,20152016,N,9,0,0,0
Mike Grier,R,R,1975-01-05,Detroit,MI,USA,USA,73,224,1993,9,219,19961997,N,146,15,23,38
Seth Griffith,R,C,1993-01-04,Wallaceburg,ON,CAN,CAN,69,190,2012,5,131,20142015,N,79,8,11,19
Mikhail Grigorenko,L,C,1994-05-16,Khabarovsk,--,RUS,RUS,75,206,2012,1,12,20122013,N,246,25,50,75
Rocco Grimaldi,R,R,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,2,33,20142015,N,195,29,37,66
Jordan Gross,R,D,1995-05-09,Maple Grove,MN,USA,USA,70,190,--,--,--,20192020,N,9,0,4,4
Nicklas Grossmann,L,D,1985-01-22,Stockholm,--,SWE,SWE,76,230,2004,2,56,20062007,N,441,11,56,67
Carl Grundstrom,L,R,1997-12-01,Umea,--,SWE,SWE,72,201,2016,2,57,20182019,N,68,11,9,20
Eric Gryba,R,D,1988-04-14,Saskatoon,SK,CAN,CAN,76,222,2006,3,68,20122013,N,289,7,36,43
Matt Grzelcyk,L,D,1994-01-05,Charlestown,MA,USA,USA,69,174,2012,3,85,20162017,N,230,15,56,71
Radko Gudas,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,531,28,102,130
Erik Gudbranson,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,562,21,56,77
Nate Guenin,R,D,1982-12-10,Aliquippa,PA,USA,USA,75,207,2002,4,127,20062007,N,193,5,21,26
Jake Guentzel,L,L,1994-10-06,Omaha,NE,USA,USA,71,180,2013,3,77,20162017,N,296,120,133,253
Bill Guerin,R,R,1970-11-09,Worcester,MA,USA,USA,74,220,1989,1,5,19911992,N,78,21,24,45
Brendan Guhle,L,D,1997-07-29,Edmonton,AB,CAN,CAN,74,197,2015,2,51,20162017,N,59,4,10,14
Ben Guite,R,R,1978-07-17,Montreal,QC,CAN,CAN,73,210,1997,7,172,20052006,N,6,0,0,0
Carl Gunnarsson,L,D,1986-11-09,Orebro,--,SWE,SWE,74,198,2007,7,194,20092010,N,629,30,108,138
Denis Gurianov,L,R,1997-06-07,Togliatti,--,RUS,RUS,75,200,2015,1,12,20162017,N,137,32,29,61
Nikita Gusev,R,L,1992-07-08,Moscow,--,RUS,RUS,69,163,2012,7,202,20192020,N,96,17,37,54
David Gustafsson,L,C,2000-04-11,Tingsryd,--,SWE,SWE,74,196,2018,2,60,20192020,N,26,1,0,1
Erik Gustafsson,L,D,1988-12-15,Kvissleby,--,SWE,SWE,70,180,--,--,--,20102011,N,91,6,17,23
Erik Gustafsson,L,D,1992-03-14,Nynashamn,--,SWE,SWE,72,197,2012,4,93,20152016,N,249,29,102,131
Henrik Haapala,L,L,1994-02-28,Lempaala,--,FIN,FIN,69,165,--,--,--,20172018,N,5,0,1,1
Gaetan Haas,R,C,1992-01-31,Biel-Bienne,--,CHE,CHE,72,181,--,--,--,20192020,N,91,7,6,13
Brandon Hagel,L,L,1998-08-27,Saskatoon,SK,CAN,CAN,71,174,2016,6,159,20192020,N,49,8,14,22
Carl Hagelin,L,L,1988-08-23,Sodertalje,--,SWE,SWE,71,185,2007,6,168,20112012,N,656,106,174,280
Robert Hagg,L,D,1995-02-08,Uppsala,--,SWE,SWE,74,204,2013,2,41,20162017,N,235,13,34,47
Niklas Hagman,L,L,1979-12-05,Espoo,--,FIN,FIN,70,205,1999,3,70,20012002,N,224,45,49,94
Nicolas Hague,L,D,1998-12-05,Kitchener,ON,CAN,CAN,78,230,2017,2,34,20192020,N,84,6,19,25
Ron Hainsey,L,D,1981-03-24,Bolton,CT,USA,USA,75,201,2000,1,13,20022003,N,806,33,154,187
Libor Hajek,L,D,1998-02-04,Smrcek,--,CZE,CZE,74,203,2016,2,37,20182019,N,74,3,6,9
Jani Hakanpaa,R,D,1992-03-31,Kirkkonummi,--,FIN,FIN,77,218,2010,4,104,20192020,N,58,3,1,4
David Hale,L,D,1981-06-18,Colorado Springs,CO,USA,USA,73,222,2000,1,22,20032004,N,64,1,8,9
Micheal Haley,L,L,1986-03-30,Guelph,ON,CAN,CAN,71,213,--,--,--,20092010,N,274,11,21,32
Matt Halischuk,R,R,1988-06-01,Toronto,ON,CAN,CAN,72,180,2007,4,117,20082009,N,279,33,41,74
Adam Hall,R,R,1980-08-14,Kalamazoo,MI,USA,USA,74,212,1999,2,52,20012002,N,256,13,25,38
Taylor Hall,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,206,2010,1,1,20102011,N,676,225,367,592
Mike Halmo,L,L,1991-05-15,Waterloo,ON,CAN,CAN,70,188,--,--,--,20132014,N,20,1,0,1
Jeff Halpern,R,C,1976-05-03,Washington,DC,USA,USA,72,190,--,--,--,19992000,N,327,30,46,76
Dan Hamhuis,L,D,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,1,12,20032004,N,743,32,187,219
Zach Hamill,R,C,1988-09-23,Vancouver,BC,CAN,CAN,71,180,2007,1,8,20092010,N,20,0,4,4
Curtis Hamilton,L,L,1991-12-04,Tacoma,WA,USA,USA,74,212,2010,2,48,20142015,N,1,0,0,0
Dougie Hamilton,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,229,2011,1,9,20122013,N,604,106,235,341
Freddie Hamilton,R,C,1992-01-01,Toronto,ON,CAN,CAN,73,195,2010,5,129,20132014,N,75,4,2,6
Ryan Hamilton,L,L,1985-04-15,Oshawa,ON,CAN,CAN,74,219,--,--,--,20112012,N,30,1,4,5
Travis Hamonic,R,D,1990-08-16,St. Malo,MB,CAN,CAN,74,205,2008,2,53,20102011,N,664,37,155,192
Roman Hamrlik,L,D,1974-04-12,Zlin,--,CZE,CZE,74,206,1992,1,1,19921993,N,238,13,61,74
Fredrik Handemark,L,C,1993-08-27,Bjorbo,--,SWE,SWE,76,210,--,--,--,20202021,N,8,1,0,1
Michal Handzus,L,C,1977-03-11,Banská Bystrica,--,SVK,SVK,77,215,1995,4,101,19981999,N,328,45,75,120
Noah Hanifin,L,D,1997-01-25,Boston,MA,USA,USA,75,215,2015,1,5,20152016,N,436,32,121,153
Joel Hanley,L,D,1991-06-08,Keswick,ON,CAN,CAN,71,190,--,--,--,20152016,N,77,0,14,14
Scott Hannan,L,D,1979-01-23,Richmond,BC,CAN,CAN,73,215,1997,1,23,19981999,N,384,10,49,59
Markus Hannikainen,L,L,1993-03-26,Helsinki,--,FIN,FIN,73,200,--,--,--,20152016,N,91,8,7,15
Ben Hanowski,L,R,1990-10-18,Little Falls,MN,USA,USA,74,210,2009,3,63,20122013,N,16,1,2,3
Jannik Hansen,R,R,1986-03-15,Rødovre,--,DNK,DNK,73,198,2004,9,287,20072008,N,566,103,132,235
Christian Hanson,R,C,1986-03-10,Glens Falls,NY,USA,USA,76,228,--,--,--,20082009,N,37,2,5,7
Martin Hanzal,L,C,1987-02-20,Pisek,--,CZE,CZE,78,230,2005,1,17,20072008,N,527,108,164,272
Mike Hardman,L,L,1999-02-05,Hanover,MA,USA,USA,74,205,--,--,--,20202021,N,4,0,0,0
Johan Harju,L,L,1986-05-15,Övertorneå,--,SWE,SWE,75,210,2007,6,167,20102011,N,10,1,2,3
Jansen Harkins,L,C,1997-05-23,Cleveland,OH,USA,USA,73,182,2015,2,47,20192020,N,51,2,6,8
Shane Harper,R,R,1989-02-01,Valencia,CA,USA,USA,71,193,--,--,--,20162017,N,14,2,1,3
Ben Harpur,L,D,1995-01-12,Hamilton,ON,CAN,CAN,78,231,2013,4,108,20152016,N,135,1,13,14
Scott Harrington,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,206,2011,2,54,20142015,N,201,7,30,37
Jay Harrison,L,D,1982-11-03,Oshawa,ON,CAN,CAN,76,222,2001,3,82,20052006,N,352,23,50,73
Peter Harrold,R,D,1983-06-08,Kirtland Hills,OH,USA,USA,71,180,--,--,--,20062007,N,168,7,16,23
